DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
231210693,04/19/2023 12:00:00 AM,03/05/2020 12:00:00 AM,1505,12,77th Street,1283,2,354,THEFT OF IDENTITY,0100 0922 1822,47,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1500 W  93RD                         ST,,33.9519,-118.3025
230312511,06/21/2023 12:00:00 AM,04/03/2020 12:00:00 AM,1145,3,Southwest,373,2,354,THEFT OF IDENTITY,0100 0928 0929 0930 1822,40,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,3900    DEGNAN                       BL,,34.0146,-118.3301
230209650,04/26/2023 12:00:00 AM,01/08/2020 12:00:00 AM,1400,2,Rampart,265,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2000 W  8TH                          ST,,34.0544,-118.2767
220806369,02/28/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1200,8,West LA,805,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0701 1202 0100 1916 1908 1914 1702,82,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,1300    CASIANO                      RD,,34.0871,-118.4722
221911806,07/10/2022 12:00:00 AM,03/25/2020 12:00:00 AM,1,19,Mission,1977,2,354,THEFT OF IDENTITY,,31,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,13800    RAYEN                        ST,,34.2352,-118.4339
230612691,07/18/2023 12:00:00 AM,09/18/2020 12:00:00 AM,342,6,Hollywood,626,2,354,THEFT OF IDENTITY,1822 0922,25,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,6400    DIX                          ST,,34.1058,-118.3289
231208015,03/05/2023 12:00:00 AM,02/01/2020 12:00:00 AM,1636,12,77th Street,1242,2,354,THEFT OF IDENTITY,0100 0930 0928,39,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,6500    5TH                          AV,,33.9811,-118.3226
221004502,01/15/2022 12:00:00 AM,11/01/2020 12:00:00 AM,1200,10,West Valley,1037,2,354,THEFT OF IDENTITY,1822 0930,54,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,6500    GRAVES                       AV,,34.1885,-118.5089
220208280,04/04/2022 12:00:00 AM,11/17/2020 12:00:00 AM,10,2,Rampart,237,2,900,VIOLATION OF COURT ORDER,2038 0913 1814 2000,28,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,900.0,,,,200    WITMER                       ST,,34.061,-118.2615
211705203,02/02/2021 12:00:00 AM,12/04/2020 12:00:00 AM,1200,17,Devonshire,1761,2,649,DOCUMENT FORGERY / STOLEN FELONY,1803 0924,0,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,649.0,,,,21800    LASSEN                       ST,,34.25,-118.603
201310253,05/02/2020 12:00:00 AM,04/27/2020 12:00:00 AM,1700,13,Newton,1331,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0329 0344 1300,30,M,W,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,3100 S  HOPE                         ST,,34.023,-118.2765
220911563,07/14/2022 12:00:00 AM,09/03/2020 12:00:00 AM,1,9,Van Nuys,935,2,354,THEFT OF IDENTITY,0935 0929 0922,33,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,14300    SYLVAN                       ST,,34.1847,-118.4443
230907876,04/07/2023 12:00:00 AM,03/15/2020 12:00:00 AM,800,9,Van Nuys,935,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,52,M,W,710.0,OTHER PREMISE,,,IC,Invest Cont,440.0,,,,6100    HAZELTINE                    AV,,34.1837,-118.4443
230119627,09/11/2023 12:00:00 AM,05/09/2020 12:00:00 AM,1250,1,Central,119,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,500    RAMIREZ                      ST,,34.055,-118.2321
220619815,12/01/2022 12:00:00 AM,12/08/2020 12:00:00 AM,1,6,Hollywood,632,2,354,THEFT OF IDENTITY,1822,58,F,H,710.0,OTHER PREMISE,,,IC,Invest Cont,354.0,,,,1500 N  FAIRFAX                      AV,,34.104,-118.3755
220317214,09/21/2022 12:00:00 AM,03/15/2020 12:00:00 AM,1415,3,Southwest,393,2,354,THEFT OF IDENTITY,1822 0100,56,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,4000    MCCLUNG                      DR,,34.0103,-118.3341
231207740,02/17/2023 12:00:00 AM,02/17/2020 12:00:00 AM,1240,12,77th Street,1269,2,354,THEFT OF IDENTITY,0100 0928 0929 1822,52,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,700 E  80TH                         ST,,33.9665,-118.263
220815553,10/14/2022 12:00:00 AM,08/10/2020 12:00:00 AM,1000,8,West LA,842,2,354,THEFT OF IDENTITY,0928 1822,47,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,11700    WILSHIRE                     BL,,34.0495,-118.4609
220204577,01/15/2022 12:00:00 AM,08/01/2020 12:00:00 AM,800,2,Rampart,289,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0342 0903 2054 1536 0443 2021 0319,49,M,B,102.0,SIDEWALK,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,1400 W  11TH                         ST,,34.0464,-118.2721
211408216,03/16/2021 12:00:00 AM,12/28/2020 12:00:00 AM,1100,14,Pacific,1496,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203.0,OTHER BUSINESS,,,IC,Invest Cont,668.0,,,,9700    AIRPORT                      BL,,33.9472,-118.3909
221217505,07/17/2022 12:00:00 AM,06/09/2020 12:00:00 AM,1700,12,77th Street,1233,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,36,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956.0,,,,5900    HAAS                         AV,,33.9873,-118.3167
231614496,11/29/2023 12:00:00 AM,11/27/2020 12:00:00 AM,1900,16,Foothill,1685,1,820,ORAL COPULATION,1501,14,F,H,109.0,PARK/PLAYGROUND,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,820.0,,,,7800    IRVINE                       AV,,34.2121,-118.3856
220710510,06/16/2022 12:00:00 AM,07/01/2020 12:00:00 AM,1,7,Wilshire,742,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0344 1803,19,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,668.0,,,,6100    WILSHIRE                     BL,,34.063,-118.3614
220416014,12/05/2022 12:00:00 AM,04/29/2020 12:00:00 AM,1,4,Hollenbeck,466,2,354,THEFT OF IDENTITY,1202 0100,75,M,H,504.0,OTHER RESIDENCE,,,IC,Invest Cont,354.0,,,,300 N  MATHEWS                      ST,,34.0447,-118.2075
220221184,12/05/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1200,2,Rampart,251,2,354,THEFT OF IDENTITY,0100 1822 0349 0924,19,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,2600    WILSHIRE                     BL,,34.0605,-118.2814
221907753,04/01/2022 12:00:00 AM,10/16/2020 12:00:00 AM,2300,19,Mission,1994,1,121,"RAPE, FORCIBLE",1814 1817 1206 1262 0527 0913 2000,18,F,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,,,,14600    ROSCOE                       BL,,34.2215,-118.4507
220114107,06/13/2022 12:00:00 AM,02/25/2020 12:00:00 AM,1,1,Central,164,2,354,THEFT OF IDENTITY,1822 0928,23,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,600 S  MAIN                         ST,,34.0453,-118.2499
221218085,08/08/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1200,12,77th Street,1293,2,354,THEFT OF IDENTITY,0100,42,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,10500 S  MANHATTAN                    PL,,33.9409,-118.3102
221916426,11/02/2022 12:00:00 AM,01/09/2020 12:00:00 AM,1000,19,Mission,1985,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,37,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,14600    PARTHENIA                    ST,,34.2271,-118.4503
221810263,05/05/2022 12:00:00 AM,05/05/2020 12:00:00 AM,1221,18,Southeast,1842,2,354,THEFT OF IDENTITY,0100 1822 0922,21,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,100 W  109TH                        ST,,33.9374,-118.2739
230618170,11/20/2023 12:00:00 AM,01/17/2020 12:00:00 AM,1500,6,Hollywood,645,2,946,OTHER MISCELLANEOUS CRIME,0913 1501,34,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,946.0,,,,7000    HAWTHORN                     AV,,34.1004,-118.3414
221717327,12/08/2022 12:00:00 AM,06/04/2020 12:00:00 AM,1100,17,Devonshire,1723,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 0531,30,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956.0,,,,10600    INDEPENDENCE                 AV,,34.2624,-118.5908
220407062,03/31/2022 12:00:00 AM,10/15/2020 12:00:00 AM,1200,4,Hollenbeck,421,2,649,DOCUMENT FORGERY / STOLEN FELONY,0601 1822 0923,56,F,H,602.0,BANK,,,IC,Invest Cont,649.0,,,,2400 N  BROADWAY,,34.0736,-118.217
221513237,08/08/2022 12:00:00 AM,07/05/2020 12:00:00 AM,1,15,N Hollywood,1501,2,354,THEFT OF IDENTITY,0377,59,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,13200    CANTARA                      ST,,34.2198,-118.4201
211518743,12/14/2021 12:00:00 AM,04/11/2020 12:00:00 AM,1200,15,N Hollywood,1543,2,946,OTHER MISCELLANEOUS CRIME,,13,F,O,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,946.0,,,,5300    CORTEEN                      PL,,34.1667,-118.402
220512901,08/24/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1,5,Harbor,507,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 1906,24,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956.0,,,,22400    DENKER                       AV,,33.8234,-118.3038
230618916,12/13/2023 12:00:00 AM,12/11/2020 12:00:00 AM,1900,6,Hollywood,678,2,662,"BUNCO, GRAND THEFT",0701 0913 2021 1501,49,F,H,717.0,HEALTH SPA/GYM,,,IC,Invest Cont,662.0,,,,1000 N  WESTERN                      AV,,34.0885,-118.3092
231309992,05/01/2023 12:00:00 AM,05/01/2020 12:00:00 AM,700,13,Newton,1393,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0522 0515 0913,39,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815.0,,,,200 W  66TH                         ST,,33.9797,-118.2766
221704519,12/05/2021 12:00:00 AM,12/01/2020 12:00:00 AM,740,17,Devonshire,1767,2,354,THEFT OF IDENTITY,1822 0922,72,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,9600    RESEDA                       BL,,34.2449,-118.5361
221709277,05/24/2022 12:00:00 AM,05/13/2020 12:00:00 AM,1130,17,Devonshire,1795,2,354,THEFT OF IDENTITY,0930 0928,40,F,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,354.0,,,,17300    CHASE                        ST,,34.2231,-118.5098
211420201,08/03/2020 12:00:00 AM,08/03/2020 12:00:00 AM,1435,14,Pacific,1463,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,31,F,W,108.0,PARKING LOT,,,IC,Invest Cont,440.0,,,,5500    WESTLAWN                     AV,,33.9793,-118.4139
211804059,01/02/2021 12:00:00 AM,12/30/2020 12:00:00 AM,2000,18,Southeast,1821,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329 1822 0344,30,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,700 W  COLDEN                       AV,,33.9491,-118.2893
210905375,02/05/2021 12:00:00 AM,11/15/2020 12:00:00 AM,1200,9,Van Nuys,914,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,7000 N  SEPULVEDA                    BL,,34.1975,-118.4662
221513146,08/06/2022 12:00:00 AM,04/20/2020 12:00:00 AM,1200,15,N Hollywood,1503,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,12200    SHERMAN                      WY,,34.201,-118.399
231717646,11/02/2023 12:00:00 AM,01/01/2020 12:00:00 AM,825,17,Devonshire,1708,2,354,THEFT OF IDENTITY,1822 1501,33,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,16500    ARMSTEAD                     ST,,34.2822,-118.4912
220704526,01/16/2022 12:00:00 AM,10/01/2020 12:00:00 AM,1200,7,Wilshire,702,2,354,THEFT OF IDENTITY,0923 0926 0928 0929,36,F,W,505.0,MOTEL,,,IC,Invest Cont,354.0,,,,900 N  MARTEL                       AV,,34.0871,-118.3511
221305923,01/26/2022 12:00:00 AM,12/25/2020 12:00:00 AM,2200,13,Newton,1353,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0527 1259 0940 0533 0913,16,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,810.0,,,,1000 E  43RD                         ST,,34.0057,-118.2581
220917252,12/13/2022 12:00:00 AM,12/21/2020 12:00:00 AM,1800,9,Van Nuys,916,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1258 0552 0416,5,M,H,501.0,SINGLE FAMILY DWELLING,301.0,BELT FLAILING INSTRUMENT/CHAIN,AO,Adult Other,627.0,,,,VANOWEN,WOODMAN,34.1939,-118.4313
230205256,01/20/2023 12:00:00 AM,02/23/2020 12:00:00 AM,250,2,Rampart,202,2,354,THEFT OF IDENTITY,0100 1822 0928,32,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1000 N  HOOVER                       ST,,34.0888,-118.2881
231321415,11/30/2023 12:00:00 AM,07/06/2020 12:00:00 AM,1245,13,Newton,1361,2,354,THEFT OF IDENTITY,0100,42,M,B,750.0,CYBERSPACE,,,IC,Invest Cont,354.0,,,,100 W  48TH                         ST,,33.9992,-118.274
222009929,05/15/2022 12:00:00 AM,06/08/2020 12:00:00 AM,1900,20,Olympic,2023,2,354,THEFT OF IDENTITY,1822 0100,36,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,300 S  KINGSLEY                     DR,,34.069,-118.3029
200114396,07/06/2020 12:00:00 AM,07/04/2020 12:00:00 AM,100,1,Central,157,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,6TH                          ST,CROCKER,34.0423,-118.2453
220811962,07/14/2022 12:00:00 AM,06/01/2020 12:00:00 AM,1,8,West LA,881,1,310,BURGLARY,1610 1822 0321 0344,68,M,W,221.0,PUBLIC STORAGE,,,IC,Invest Cont,310.0,,,,11600 W  OLYMPIC                      BL,,34.0354,-118.4459
221206342,02/13/2022 12:00:00 AM,02/13/2020 12:00:00 AM,1100,12,77th Street,1257,1,761,BRANDISH WEAPON,0913 0353 0334,23,F,B,501.0,SINGLE FAMILY DWELLING,106.0,UNKNOWN FIREARM,IC,Invest Cont,761.0,,,,900 W  78TH                         ST,,33.9688,-118.2894
221106367,03/06/2022 12:00:00 AM,11/10/2020 12:00:00 AM,2300,11,Northeast,1177,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,54,M,H,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,745.0,,,,2600    THORPE                       AV,,34.091,-118.2277
221115990,11/07/2022 12:00:00 AM,10/06/2020 12:00:00 AM,1,11,Northeast,1137,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),,7,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812.0,860.0,,,300 N  AVENUE 52,,34.1085,-118.2011
220214438,08/08/2022 12:00:00 AM,08/01/2020 12:00:00 AM,900,2,Rampart,205,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,700    PARKMAN                      AV,,34.079,-118.2758
231013980,08/13/2023 12:00:00 AM,10/17/2020 12:00:00 AM,1216,10,West Valley,1045,2,354,THEFT OF IDENTITY,1822 0928,28,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,18000    MARTHA                       ST,,34.1731,-118.5239
222019280,12/16/2022 12:00:00 AM,02/05/2020 12:00:00 AM,1500,20,Olympic,2046,2,649,DOCUMENT FORGERY / STOLEN FELONY,0701 0800 2021 0316 1202 1817 0344,75,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649.0,,,,900 S  NEW HAMPSHIRE                AV,,34.056,-118.2929
221411798,05/31/2022 12:00:00 AM,06/25/2020 12:00:00 AM,2200,14,Pacific,1479,1,121,"RAPE, FORCIBLE",1206 0942 0537 0913 1259 1824 1262 2034 2024 0527,16,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,,,,8200    RAMSGATE                     AV,,33.9645,-118.3825
230604935,01/13/2023 12:00:00 AM,03/10/2020 12:00:00 AM,1600,6,Hollywood,656,2,354,THEFT OF IDENTITY,1822,49,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,6100    ROMAINE                      ST,,34.0889,-118.3244
220505308,02/02/2022 12:00:00 AM,12/01/2020 12:00:00 AM,305,5,Harbor,585,2,354,THEFT OF IDENTITY,0377,49,F,B,406.0,OTHER STORE,,,IC,Invest Cont,354.0,,,,1800 S  GAFFEY                       ST,,33.7279,-118.2924
221225134,12/13/2022 12:00:00 AM,06/13/2020 12:00:00 AM,1605,12,77th Street,1213,2,354,THEFT OF IDENTITY,0100,37,M,O,504.0,OTHER RESIDENCE,,,IC,Invest Cont,354.0,,,,5300    RUTHELEN                     ST,,33.9939,-118.3126
220706832,03/16/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1,7,Wilshire,782,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203.0,OTHER BUSINESS,,,IC,Invest Cont,668.0,,,,1800 S  FAIRFAX                      AV,,34.0431,-118.3692
220818171,12/15/2022 12:00:00 AM,06/15/2020 12:00:00 AM,1045,8,West LA,884,2,354,THEFT OF IDENTITY,1501,29,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,2300    WESTWOOD                     BL,,34.0424,-118.4305
231807447,03/09/2023 12:00:00 AM,10/01/2020 12:00:00 AM,1620,18,Southeast,1822,2,354,THEFT OF IDENTITY,0100 1822,34,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,200 W  99TH                         ST,,33.9465,-118.2766
231317622,09/20/2023 12:00:00 AM,09/11/2020 12:00:00 AM,1100,13,Newton,1377,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,5500    MORGAN                       AV,,33.993,-118.2446
221819021,10/05/2022 12:00:00 AM,07/31/2020 12:00:00 AM,1200,18,Southeast,1839,2,354,THEFT OF IDENTITY,0100 1822 0930 0929 0922,28,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,2100 E  105TH                        ST,,33.9406,-118.2336
220110351,04/14/2022 12:00:00 AM,10/01/2020 12:00:00 AM,955,1,Central,164,2,354,THEFT OF IDENTITY,0928 1822 0377,39,M,B,750.0,CYBERSPACE,,,IC,Invest Cont,354.0,,,,100 W  7TH                          ST,,34.0446,-118.2507
221222171,10/19/2022 12:00:00 AM,10/01/2020 12:00:00 AM,1110,12,77th Street,1265,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,0,X,X,203.0,OTHER BUSINESS,,,AO,Adult Other,956.0,,,,8400 S  VERMONT                      AV,,33.9611,-118.2917
221811447,05/26/2022 12:00:00 AM,02/01/2020 12:00:00 AM,1700,18,Southeast,1821,1,121,"RAPE, FORCIBLE",0913 1259 0360 0510 0522 0537 0536 0507 0527 0432,13,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121.0,812.0,,,500 W  COLDEN                       AV,,33.9492,-118.2827
210107732,03/20/2021 12:00:00 AM,12/01/2020 12:00:00 AM,1400,1,Central,148,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,0,M,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,400 S  SAN PEDRO                    ST,,34.0455,-118.2432
221006093,02/25/2022 12:00:00 AM,06/01/2020 12:00:00 AM,1230,10,West Valley,1024,2,354,THEFT OF IDENTITY,1822 0935 1202,70,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,6800    RHEA                         AV,,34.1938,-118.5415
221217989,08/19/2022 12:00:00 AM,04/27/2020 12:00:00 AM,1200,12,77th Street,1245,2,662,"BUNCO, GRAND THEFT",0701 0800 2021,54,M,B,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,662.0,,,,1000 W  67TH                         ST,,33.9785,-118.2919
221209376,04/06/2022 12:00:00 AM,01/05/2020 12:00:00 AM,1325,12,77th Street,1213,2,354,THEFT OF IDENTITY,0928 0929 0930,40,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,5200 S  WESTERN                      AV,,33.9951,-118.3089
220917492,12/20/2022 12:00:00 AM,03/20/2020 12:00:00 AM,1100,9,Van Nuys,929,2,354,THEFT OF IDENTITY,1822 0929,41,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,6500    WOODMAN                      AV,,34.1887,-118.4313
230515145,10/20/2023 12:00:00 AM,12/09/2020 12:00:00 AM,1200,5,Harbor,566,2,354,THEFT OF IDENTITY,,22,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1300 S  MESA                         ST,,33.7324,-118.2858
220914148,09/22/2022 12:00:00 AM,01/01/2020 12:00:00 AM,800,9,Van Nuys,943,2,354,THEFT OF IDENTITY,1822,59,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,5400    TYRONE                       AV,,34.1686,-118.4443
230317144,09/16/2023 12:00:00 AM,08/08/2020 12:00:00 AM,1300,3,Southwest,361,2,354,THEFT OF IDENTITY,1822 0100 0922 0930,23,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,4000    NICOLET                      AV,,34.0171,-118.3531
220707271,03/27/2022 12:00:00 AM,05/29/2020 12:00:00 AM,1200,7,Wilshire,752,2,354,THEFT OF IDENTITY,0929 1822,53,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1200 S  LA JOLLA                     AV,,34.055,-118.3733
221514248,08/30/2022 12:00:00 AM,08/04/2020 12:00:00 AM,1430,15,N Hollywood,1553,2,903,CONTEMPT OF COURT,2038,30,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AA,Adult Arrest,903.0,,,,11900    RIVERSIDE                    DR,,34.1576,-118.3921
200912561,07/20/2020 12:00:00 AM,07/20/2020 12:00:00 AM,700,9,Van Nuys,937,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,BESSEMER,RANCHITO,34.1812,-118.4356
221908403,04/18/2022 12:00:00 AM,04/17/2020 12:00:00 AM,2200,19,Mission,1972,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,31,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,15200    SUNBURST                     ST,,34.2345,-118.4643
211004916,01/30/2021 12:00:00 AM,12/15/2020 12:00:00 AM,1200,10,West Valley,1063,1,310,BURGLARY,0344 1822 9999,48,M,H,221.0,PUBLIC STORAGE,,,IC,Invest Cont,310.0,,,,18400    BURBANK                      BL,,34.1718,-118.5338
221915597,10/11/2022 12:00:00 AM,06/01/2020 12:00:00 AM,5,19,Mission,1916,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 1817 0510 0522 2033 2024 0400 1258,9,F,H,109.0,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812.0,860.0,,,13100    BORDEN                       AV,,34.3082,-118.4441
231713766,08/05/2023 12:00:00 AM,07/03/2020 12:00:00 AM,100,17,Devonshire,1723,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0444 2000 0416 1813,22,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,20400    SHAMROCK                     PL,,34.2649,-118.5791
222006554,02/26/2022 12:00:00 AM,02/26/2020 12:00:00 AM,2230,20,Olympic,2017,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0334 0411 0445 0449 0913 1241 1821 2000,21,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205.0,KITCHEN KNIFE,AA,Adult Arrest,236.0,,,,100 S  BERENDO                      ST,,34.0727,-118.2942
220319411,10/31/2022 12:00:00 AM,10/30/2020 12:00:00 AM,2000,3,Southwest,378,1,352,PICKPOCKET,1822 0344,34,F,H,712.0,COLISEUM,,,IC,Invest Cont,352.0,,,,700    EXPOSITION                   BL,,34.0181,-118.2846
